general;general;commodities;commodities;demand;demand;demand;demand;demand;demand;demand;demand;demand;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;generation;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;storage;grid;grid;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt;flexopt
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
sq;2017.0;['fuel_oil', 'natural_gas', 'wood', 'coal', 'solar', 'methane'];0.0;['hh', 'rca', 'ind'];0.0;0.0;0.0;ioew;['hh_efh', 'hh_mfh', 'rca'];0.0;0.0;0.0;SQ;SQ;2086.0;1.5;SQ;0.25;0.5;0.7;SQ;SQ;0.1;20.0;4.2;['pv_ground', 'pv_roof_small', 'pv_roof_large', 'hydro', 'wind', 'bio'];0.0;0.17;0.7;0.85;0.0;7.0;1.0;60.0;0.0;1.2;0.125;0.47;110.0;110.0;1.2;0.125;0.47;330000.0;310000.0;40.0;1250.0;0.0;0.71;20.0;40.0;6.7;6.7;0.021;1.0;1.0;0.0;5.0;0.1;0.1;0.001;1.0;1.0;1.0;60.0;60.0;600.0;0.001;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;0.0;0.0;0.0;0.0;0.0042;0.94;0.93;1.0;0.5;0.5;40.0;0.4;0.4;0.8;2.0;0.0;0.0;0.95;0.0;interval;24.0;12.0;flex_min
